srcNodeId,dstNodeId,amount,delay
25,9,100.0,151.29141293197415
11,19,100.0,162.00231253327473
11,20,500.0,199.9959844349902
25,15,1000.0,217.8523172169812
10,1,50.0,79.54337733208536
10,2,1000.0,93.83837679651177
24,8,1000.0,224.25977549398436
8,9,50.0,74.0527331290825
3,4,50.0,33.7
24,12,100.0,120.95838698976237
9,21,50.0,253.74991945861925
19,14,100.0,210.48488823241328
9,18,50.0,163.00837811450634
12,10,1000.0,71.90717234599366
9,1,50.0,117.42105671068073
16,5,1000.0,141.6270575571177
11,18,50.0,163.6189018072284
14,10,500.0,56.433956267376786
4,10,100.0,58.04312518068958
11,13,500.0,77.15806877855664
12,1,500.0,139.95334189405776
12,8,1000.0,124.7796904063517
1,24,500.0,217.0692119443141
9,3,50.0,71.3224094168678
8,4,500.0,43.77838924674045
9,23,500.0,149.20749582849484
5,1,100.0,54.98979827674641
17,11,100.0,108.23452642828097
24,18,500.0,62.71639593562131
21,6,1000.0,228.9879716222523
5,14,100.0,110.07006220333047
16,25,500.0,134.81921702954824
10,4,100.0,57.62540469931045
10,23,500.0,253.82601963304094
14,4,500.0,85.08066028225394
3,21,50.0,171.02468791577115
12,3,50.0,109.21989006099942
23,18,500.0,45.77517611597203
18,12,100.0,173.56077477728616
11,21,500.0,215.53321647577508
5,19,100.0,212.19569895340305
16,19,1000.0,77.85882124940298
6,8,1000.0,44.865051317479754
10,3,500.0,39.4003362508362
10,13,100.0,116.76108562460689
19,8,50.0,231.75581841448147
2,25,500.0,235.94680443477486
10,16,1000.0,105.76636286782856
14,1,500.0,120.35067117149696
12,11,50.0,40.82
25,24,1000.0,26.77
9,16,100.0,99.13245450483794
15,17,1000.0,140.51291780392043
11,2,1000.0,154.9082315240348
8,16,1000.0,147.97832118342404
17,23,1000.0,133.92013175742917
5,24,100.0,235.34828680394048
6,13,100.0,87.37387654324151
22,15,1000.0,165.32667998662805
6,25,100.0,161.3085589970212
12,22,100.0,190.30214140391078
17,7,1000.0,150.11796803150486
25,12,500.0,111.39487683534506
13,22,50.0,139.12194227950187
18,25,500.0,59.59437177087185
19,4,500.0,212.30565297888194
22,7,1000.0,155.7762966207666
17,25,500.0,160.00745342325712
13,8,50.0,157.4313511684165
24,13,50.0,110.16184700052258
8,19,500.0,232.48800945682774
14,21,500.0,314.3287888754328
9,17,100.0,41.66
5,15,500.0,90.58597501496047
1,22,100.0,163.87193734177373
6,24,50.0,173.47440727027325
22,17,1000.0,146.71129267230862
25,6,100.0,165.9559628637914
22,16,100.0,36.25392092826738
17,10,1000.0,37.73
5,3,50.0,83.10207062459897
13,5,1000.0,111.09652271041014
10,21,500.0,194.3903359437316
2,12,100.0,153.01431360937622
17,19,100.0,118.62128516957355
18,6,1000.0,185.3263643635708
5,11,1000.0,106.16152980934274
24,25,100.0,26.77
3,22,50.0,102.55346975686483
16,2,500.0,149.15066621657326
6,19,100.0,178.20429490010517
23,15,1000.0,191.4428328558425
17,14,500.0,88.39781337754775
19,22,50.0,78.97365195352917
12,15,100.0,117.68741749900632
4,15,500.0,96.07800066514493
1,15,50.0,102.13951841000109
10,24,100.0,171.9143575828127
18,13,500.0,138.68462690642616
7,10,50.0,73.86872955057818
9,7,1000.0,114.19666102847083
16,24,500.0,102.62802680846471
14,3,50.0,67.08284502329357
10,18,500.0,155.59199374609466
10,17,1000.0,37.73
12,4,1000.0,104.57688826689454
24,15,100.0,200.78442322400159
24,10,100.0,159.8673712267641
24,19,500.0,63.14
17,24,500.0,155.58704664762877
2,10,100.0,95.8211256963592
23,21,100.0,84.28163211146212
8,17,50.0,113.83008209311532
10,9,50.0,33.88479667500568
11,17,50.0,118.2858048024649
11,9,100.0,93.79392319426226
13,7,500.0,134.03325994443605
16,6,50.0,130.16716405361063
4,18,500.0,231.33573833794154
13,4,100.0,107.36253011187459
15,7,50.0,106.11552258089931
7,18,100.0,272.43979839035893
24,7,50.0,206.9489330580511
12,5,100.0,147.29586543367634
2,8,500.0,35.25883289295844
22,23,500.0,117.15157231189843
25,18,50.0,111.62948822222688
10,6,50.0,71.60051024095539
6,21,500.0,364.14058566968833
3,25,500.0,172.6680394976268
10,15,100.0,75.36272381349475
15,16,50.0,144.4361710461253
6,18,100.0,193.4935634281809
11,16,50.0,91.93990065641142
1,10,1000.0,77.31114880679702
18,16,1000.0,137.1584674166087
9,14,500.0,72.01737948464033
16,3,100.0,98.70409042792411
19,17,100.0,122.41949133142188
12,2,1000.0,155.0625929219704
20,19,1000.0,75.51994658566201
17,18,100.0,131.70814985124508
23,22,50.0,77.903824659726
12,17,1000.0,103.20046809926461
3,2,500.0,73.42417616082945
5,18,1000.0,240.04460331299066
1,23,50.0,207.32852057927943
20,23,50.0,108.03856433672257
14,2,1000.0,136.62069728642734
15,1,500.0,123.81206942813948
18,23,100.0,48.003937442153656
4,16,1000.0,148.37224083698038
15,18,1000.0,208.4821476152403
20,16,100.0,146.96536307407845
18,9,1000.0,163.0553818330999
14,23,1000.0,128.74283017597094
3,8,100.0,69.41220762685995
19,24,100.0,63.14
21,13,500.0,195.03106156324526
4,24,50.0,197.91580911239808
25,3,500.0,173.81226913415594
12,13,50.0,26.03
23,17,1000.0,127.63065698463177
22,4,100.0,130.61716182206618
7,3,500.0,101.48463127562341
8,21,500.0,212.0492166655388
16,21,1000.0,154.13272315898413
14,25,500.0,111.27758475812743
22,14,500.0,116.00915797659651
16,1,100.0,132.24812796359888
4,21,50.0,174.41455991299256
13,16,50.0,145.9442620819378
20,13,500.0,181.06372906197063
19,3,100.0,149.67279562776952
7,25,500.0,234.17520615590075
23,25,500.0,29.42538382952803
14,6,50.0,64.94816505744376
21,12,50.0,224.9371598375916
4,7,100.0,41.2691654588865
6,14,50.0,65.5785590512869
8,6,100.0,61.528286441640645
19,7,100.0,199.56696915370793
22,9,50.0,122.28681591699346
15,10,50.0,123.25011895478016
6,3,50.0,68.15678742937646
10,7,50.0,73.45031258373419
15,4,1000.0,90.44683911442468
7,16,500.0,142.19161792996616
20,12,500.0,344.95903767820647
3,14,100.0,206.7774735125335
6,1,1000.0,117.25375930538353
14,7,1000.0,115.02027296235792
1,12,1000.0,140.15225856525342
12,18,100.0,269.82658111375633
13,1,50.0,141.7729399886721
2,11,50.0,175.65725772428326
11,14,50.0,50.66
24,14,1000.0,129.20519255550263
12,19,500.0,163.1765607420753
1,13,500.0,140.0129389351126
4,12,500.0,104.62845444329416
21,17,500.0,174.20551675517316
22,5,100.0,195.60493540660602
20,6,500.0,234.8918539464324
9,13,500.0,118.3068547772347
3,17,500.0,45.639582001550785
13,20,100.0,177.43648962881795
22,1,500.0,162.5313182584206
24,3,50.0,215.81784900972485
12,16,100.0,125.78360787442716
15,23,100.0,196.01457327948853
18,5,50.0,214.76358749111375
15,12,50.0,120.77930710356254
7,15,50.0,95.79741312901045
4,20,100.0,254.3669237484671
10,8,100.0,96.6653161214026
1,19,1000.0,211.4132150852971
4,11,100.0,128.52237695421508
25,10,100.0,152.27901569591714
21,23,500.0,108.36403425821153
23,3,1000.0,280.064944061686
25,11,50.0,202.60195661351167
25,1,100.0,237.71078787546136
25,20,100.0,146.77418069285218
22,8,100.0,172.8293691675367
22,19,1000.0,61.507592257859315
24,16,500.0,95.5708933908867
8,24,50.0,211.94605095547428
16,13,50.0,74.72308392523607
5,25,500.0,237.43976854070502
4,6,100.0,107.38466553525075
7,19,500.0,200.51234212467605
21,2,50.0,214.90896276490096
21,11,50.0,218.6034344494425
2,7,1000.0,27.324865982130174
2,4,100.0,62.301991181752605
23,19,1000.0,35.30308642357159
13,11,50.0,70.8445539821401
23,14,500.0,144.1021163713117
9,10,100.0,21.41516968575224
19,1,50.0,205.4959506236763
19,10,1000.0,151.56903479193662
17,22,50.0,128.03243291451818
3,16,50.0,111.86773659938213
20,10,100.0,192.6153216539995
20,18,100.0,49.070856019372954
17,12,50.0,61.81273608776935
16,18,50.0,95.54336738772885
25,4,50.0,183.50679322795224
19,21,1000.0,81.40724250497942
17,2,50.0,163.88982927965122
2,13,50.0,155.64401332167506
10,14,100.0,150.76516477390146
13,2,100.0,156.1127035279605
23,6,500.0,161.55542231264124
22,3,100.0,102.02640028154552
22,25,100.0,81.47831712977084
1,6,50.0,104.9791178315826
8,1,500.0,17.175020652418418
16,14,100.0,97.05183821471581
3,13,100.0,241.68982953323803
5,9,100.0,52.15839446461966
14,17,100.0,68.44938046630384
17,3,500.0,94.8544653265534
22,6,50.0,171.31939180504162
8,10,100.0,87.10046944501096
3,6,50.0,80.02596789301613
20,25,50.0,104.27791190236002
25,21,50.0,129.33174550836318
2,19,50.0,227.05685057227717
7,17,50.0,143.9771755578355
8,2,100.0,61.582225768398416
10,12,50.0,165.73184112089865
18,3,1000.0,201.61718358842563
8,23,100.0,208.4864297364666
2,6,50.0,87.80826965974144
21,14,100.0,240.40104513722787
1,25,50.0,208.643968464204
5,23,100.0,229.73951115519534
3,18,1000.0,181.93300239738272
7,2,100.0,41.08064913258863
8,3,50.0,70.44401106642461
1,3,50.0,58.827243251823575
18,17,1000.0,134.1098796391325
17,13,50.0,104.98835477715835
5,22,100.0,167.20890443939868
16,23,50.0,101.33388337111029
3,19,1000.0,147.83902309189637
2,17,50.0,170.36818627560646
18,21,100.0,94.00975250427717
22,18,50.0,84.64288912031219
17,9,500.0,41.66
10,22,500.0,187.5783992076614
19,13,100.0,134.7332985195311
22,12,500.0,191.52964435685817
10,20,100.0,175.82769936848942
3,11,50.0,182.36044269063092
1,18,50.0,208.7278372711317
1,8,100.0,32.12503308624592
21,22,50.0,149.53115992605012
18,22,1000.0,56.26024695661377
22,21,500.0,159.33677216654777
20,17,100.0,268.7221205859901
16,22,100.0,36.03190769174205
17,21,100.0,174.9729741018083
